Name,Age,Gender,AreaOfLiving,ExtraCurricular,TenthMarks,TwelfthMarks,StudyHours,Attendance,PreviousCGPA,Performance
Anjali,16.0,Female,Rural,Yes,64.0,85.0,2.6,68,7.6,Average
Shubham,16.0,Male,Rural,Yes,77.0,79.0,3.5,70,4.3,Poor
Prathamesh,17.0,Male,Rural,No,87.0,71.0,2.9,68,4.9,Poor
Priya,18.0,Female,Rural,Yes,76.0,82.0,4.9,81,9.5,Good
Shubham,19.0,Male,Rural,Yes,77.0,95.0,3.7,57,5.4,Poor
Triveni,20.0,Female,Rural,No,84.0,64.0,4.2,48,8.0,Good
Anjali,19.0,Female,Rural,Yes,64.0,87.0,1.6,50,5.7,Poor
Neha,18.0,Female,Urban,No,77.0,68.0,1.6,96,7.5,Poor
Amol,20.0,Male,Rural,No,78.0,79.0,2.0,82,5.8,Poor
Sagar,17.0,Male,Urban,No,96.0,63.0,4.2,91,6.0,Average
Amol,20.0,Male,Urban,No,97.0,84.0,3.7,55,6.3,Average
Komal,19.0,Female,Urban,No,90.0,67.0,3.2,60,7.6,Average
Vaibhav,18.0,Male,Urban,No,83.0,77.0,2.5,61,6.0,Average
Pooja,16.0,Female,Rural,Yes,63.0,88.0,5.8,66,7.0,Average
Rohit,19.0,Male,Urban,Yes,81.0,69.0,3.1,50,9.0,Average
Rutuja,17.0,Female,Rural,Yes,82.0,99.0,4.4,58,7.0,Average
Priya,17.0,Female,Urban,No,64.0,74.0,3.3,62,9.3,Average
Gaurav,16.0,Male,Rural,Yes,62.0,72.0,4.2,51,5.7,Poor
Yash,17.0,Male,Rural,Yes,96.0,73.0,4.6,65,9.3,Good
Triveni,17.0,Female,Rural,Yes,93.0,68.0,2.5,56,7.1,Average
Shubham,16.0,Male,Rural,Yes,87.0,72.0,2.8,69,7.4,Average
Neha,19.0,Female,Urban,No,81.0,91.0,2.3,61,6.4,Average
Omkar,16.0,Male,Urban,Yes,88.0,68.0,4.2,99,9.1,Good
Pooja,20.0,Female,Rural,No,98.0,99.0,3.5,90,10.0,Average
Swapnil,16.0,Male,Urban,No,65.0,75.0,1.4,70,8.6,Poor
Akash,16.0,Male,Rural,Yes,77.0,98.0,3.0,90,9.0,Average
Sagar,19.0,Male,Urban,No,75.0,73.0,4.2,40,8.9,Good
Komal,19.0,Female,Urban,Yes,61.0,62.0,5.0,87,9.4,Good
Gaurav,18.0,Male,Rural,Yes,67.0,73.0,3.3,98,7.9,Average
Snehal,17.0,Female,Urban,No,97.0,98.0,1.9,73,4.6,Poor
Mrunal,19.0,Female,Rural,Yes,100.0,71.0,6.3,56,8.8,Good
Vaibhav,19.0,Male,Rural,Yes,70.0,63.0,3.3,45,6.6,Average
Yash,19.0,Male,Urban,No,70.0,100.0,4.3,50,5.3,Poor
Rutuja,16.0,Female,Rural,No,74.0,73.0,2.8,66,6.9,Average
Amol,16.0,Male,Rural,Yes,66.0,64.0,4.1,58,7.6,Average
Pooja,18.0,Female,Urban,No,94.0,66.0,3.4,42,8.2,Average
Shruti,20.0,Female,Rural,Yes,80.0,81.0,3.9,45,7.2,Average
Pooja,20.0,Female,Urban,Yes,73.0,68.0,2.4,40,6.1,Average
Saurabh,19.0,Male,Urban,Yes,67.0,72.0,5.1,57,6.9,Average
Kiran,20.0,Male,Urban,No,84.0,86.0,1.7,68,7.4,Poor
Shruti,19.0,Female,Rural,No,63.0,84.0,3.0,63,8.4,Average
Komal,20.0,Female,Urban,No,67.0,93.0,5.2,43,7.9,Average
Swanand,19.0,Male,Rural,Yes,81.0,69.0,5.0,91,4.4,Poor
Triveni,19.0,Female,Rural,Yes,100.0,61.0,1.4,89,7.4,Poor
Pooja,16.0,Female,Urban,Yes,63.0,95.0,2.4,49,10.0,Average
Komal,17.0,Female,Urban,Yes,65.0,64.0,3.2,85,7.5,Average
Tanvi,19.0,Female,Rural,No,84.0,82.0,2.5,66,6.9,Average
Chaitanya,16.0,Male,Urban,Yes,96.0,72.0,5.1,50,8.0,Good
Amol,16.0,Male,Urban,No,87.0,99.0,2.4,70,5.6,Poor
Mrunal,19.0,Female,Urban,Yes,89.0,94.0,2.4,81,6.2,Average
Prathamesh,16.0,Male,Urban,Yes,69.0,99.0,2.4,63,7.1,Average
Sayali,18.0,Female,Urban,No,69.0,90.0,5.2,67,6.5,Average
Sahil,16.0,Male,Urban,No,94.0,77.0,4.9,83,8.3,Good
Siddhi,17.0,Female,Urban,Yes,66.0,89.0,3.0,61,6.7,Average
Neha,18.0,Female,Urban,Yes,60.0,90.0,1.6,91,6.5,Poor
Amit,19.0,Male,Rural,Yes,93.0,76.0,3.5,46,5.8,Poor
Aishwarya,18.0,Female,Rural,Yes,70.0,85.0,4.3,73,5.2,Poor
Sayali,17.0,Female,Urban,Yes,100.0,82.0,3.8,61,8.6,Average
Sagar,20.0,Male,Urban,No,75.0,73.0,4.1,90,8.5,Good
Prathamesh,17.0,Male,Rural,Yes,85.0,61.0,2.6,62,6.1,Average
Vaibhav,16.0,Male,Rural,Yes,70.0,73.0,3.3,79,8.5,Average
Amol,18.0,Male,Urban,No,86.0,85.0,2.8,86,7.6,Average
Tejas,20.0,Male,Urban,Yes,96.0,67.0,3.6,44,5.4,Poor
Rohit,20.0,Male,Urban,No,77.0,80.0,3.6,78,6.5,Average
Saurabh,17.0,Male,Urban,Yes,85.0,99.0,3.6,87,8.4,Average
Gaurav,19.0,Male,Urban,Yes,77.0,81.0,4.4,64,8.2,Good
Sanjana,19.0,Female,Rural,No,99.0,74.0,3.3,75,8.9,Average
Shubham,19.0,Male,Urban,No,85.0,95.0,2.1,65,9.8,Average
Neha,18.0,Female,Rural,No,77.0,94.0,4.3,77,6.2,Average
Kiran,16.0,Male,Urban,Yes,63.0,89.0,3.2,48,8.1,Average
Swapnil,19.0,Male,Rural,No,66.0,98.0,3.6,50,7.9,Average
Chaitanya,20.0,Male,Rural,No,68.0,88.0,2.5,79,7.5,Average
Mrunal,17.0,Female,Urban,No,96.0,71.0,4.4,61,7.0,Average
Rutu,16.0,Female,Urban,No,63.0,70.0,1.6,95,8.1,Poor
Rutu,19.0,Female,Rural,Yes,61.0,91.0,4.4,72,7.0,Average
Nikita,16.0,Female,Urban,Yes,73.0,62.0,1.6,68,7.6,Poor
Shubham,20.0,Male,Urban,No,77.0,71.0,3.2,98,7.4,Average
Bhushan,17.0,Male,Urban,Yes,79.0,80.0,3.5,96,6.2,Average
Amol,19.0,Male,Rural,Yes,88.0,63.0,3.4,79,5.9,Poor
Manasi,19.0,Female,Urban,Yes,94.0,88.0,3.8,69,6.5,Average
Omkar,16.0,Male,Urban,Yes,73.0,91.0,4.4,94,5.9,Poor
Anjali,17.0,Female,Urban,Yes,98.0,65.0,5.0,71,8.7,Good
Amol,19.0,Male,Urban,Yes,84.0,62.0,3.9,70,7.4,Average
Rutu,18.0,Female,Urban,No,90.0,100.0,4.6,78,7.7,Average
Sahil,19.0,Male,Rural,Yes,81.0,94.0,2.9,44,5.1,Poor
Anjali,16.0,Female,Urban,No,88.0,90.0,2.7,83,7.2,Average
Triveni,18.0,Female,Rural,Yes,60.0,60.0,2.1,97,6.4,Average
Shubham,19.0,Male,Rural,Yes,94.0,91.0,3.1,51,6.0,Average
Priya,19.0,Female,Rural,Yes,96.0,75.0,3.4,85,8.4,Average
Nikita,20.0,Female,Urban,No,99.0,66.0,3.3,94,10.0,Average
Shubham,18.0,Male,Rural,Yes,63.0,70.0,1.8,83,7.7,Poor
Tejas,16.0,Male,Rural,No,98.0,62.0,1.6,41,4.9,Poor
Omkar,17.0,Male,Rural,Yes,88.0,60.0,2.4,45,6.6,Average
Kiran,18.0,Male,Rural,No,65.0,73.0,4.1,59,7.4,Average
Siddhi,18.0,Female,Rural,Yes,68.0,87.0,2.4,42,7.5,Average
Yash,16.0,Male,Urban,Yes,81.0,68.0,2.7,68,6.2,Average
Tejas,17.0,Male,Rural,No,91.0,99.0,4.2,50,8.2,Good
Tanvi,17.0,Female,Rural,No,98.0,73.0,2.3,93,6.0,Average
Anjali,18.0,Female,Rural,Yes,80.0,63.0,1.7,74,6.8,Poor
Mayuri,19.0,Female,Urban,Yes,81.0,94.0,2.4,73,6.4,Average
Bhushan,17.0,Male,Urban,Yes,78.0,65.0,2.8,90,6.8,Average
Omkar,19.0,Male,Rural,Yes,88.0,66.0,5.0,48,7.3,Average
Rohit,17.0,Male,Rural,Yes,76.0,97.0,2.7,44,4.9,Poor
Manasi,18.0,Female,Urban,Yes,72.0,71.0,3.1,40,6.2,Average
Snehal,17.0,Female,Urban,Yes,73.0,75.0,1.9,61,6.3,Poor
Prachi,16.0,Female,Urban,Yes,73.0,72.0,2.0,82,8.5,Average
Aishwarya,19.0,Female,Urban,No,62.0,83.0,3.1,58,10.0,Average
Sanket,16.0,Male,Rural,Yes,85.0,86.0,2.4,79,6.4,Average
Manasi,17.0,Female,Rural,Yes,84.0,89.0,3.4,77,8.3,Average
Rutuja,20.0,Female,Urban,Yes,100.0,73.0,1.7,87,8.8,Poor
Rohit,20.0,Male,Urban,No,76.0,66.0,3.8,50,8.5,Average
Sayali,16.0,Female,Rural,Yes,92.0,91.0,2.3,71,9.3,Average
Yash,17.0,Male,Urban,No,75.0,87.0,4.5,52,5.0,Poor
Rutuja,17.0,Female,Urban,Yes,75.0,76.0,2.4,80,9.7,Average
Neha,19.0,Female,Urban,No,70.0,70.0,4.9,42,8.4,Good
Saurabh,20.0,Male,Rural,Yes,82.0,92.0,1.7,72,6.1,Poor
Triveni,19.0,Female,Urban,No,68.0,64.0,3.4,59,4.0,Poor
Neha,18.0,Female,Rural,Yes,64.0,79.0,3.2,43,7.0,Average
Amit,18.0,Male,Urban,No,96.0,76.0,1.8,79,8.8,Poor
Prathamesh,18.0,Male,Rural,Yes,67.0,63.0,2.0,47,7.8,Average
Mayuri,19.0,Female,Urban,No,66.0,99.0,2.6,74,6.9,Average
Amol,16.0,Male,Urban,Yes,100.0,85.0,1.1,70,7.3,Poor
Sahil,16.0,Male,Rural,No,93.0,63.0,2.0,76,6.3,Average
Tanvi,19.0,Female,Rural,No,60.0,95.0,3.4,80,9.6,Average
Tanvi,17.0,Female,Rural,No,93.0,93.0,3.0,71,6.3,Average
Bhushan,18.0,Male,Rural,No,64.0,87.0,1.9,82,8.0,Poor
Priya,18.0,Female,Rural,Yes,69.0,80.0,4.3,50,4.5,Poor
Rutuja,18.0,Female,Urban,No,60.0,67.0,3.5,68,9.9,Average
Prachi,19.0,Female,Urban,Yes,74.0,67.0,4.3,77,8.2,Good
Shubham,19.0,Male,Rural,Yes,73.0,60.0,3.0,99,4.6,Poor
Sagar,19.0,Male,Rural,Yes,97.0,70.0,4.9,67,9.6,Good
Omkar,18.0,Male,Rural,No,81.0,64.0,4.6,44,6.5,Average
Omkar,17.0,Male,Rural,No,96.0,89.0,2.1,63,5.6,Poor
Anjali,16.0,Female,Rural,Yes,92.0,100.0,3.7,79,4.0,Poor
Swapnil,20.0,Male,Rural,No,72.0,72.0,3.8,50,6.9,Average
Siddhi,17.0,Female,Urban,Yes,71.0,73.0,1.6,56,7.1,Poor
Mayuri,17.0,Female,Urban,Yes,92.0,80.0,3.5,45,5.5,Poor
Rutu,19.0,Female,Rural,Yes,76.0,95.0,2.3,83,7.5,Average
Komal,19.0,Female,Rural,No,79.0,86.0,3.7,98,6.2,Average
Omkar,18.0,Male,Urban,Yes,71.0,77.0,4.2,92,6.1,Average
Rohit,17.0,Male,Rural,No,76.0,78.0,2.5,40,7.5,Average
Swanand,18.0,Male,Urban,No,62.0,83.0,3.0,87,6.7,Average
Siddhi,17.0,Female,Urban,Yes,94.0,86.0,2.8,78,5.2,Poor
Triveni,19.0,Female,Rural,No,75.0,96.0,3.4,86,7.4,Average
Kiran,20.0,Male,Rural,No,83.0,63.0,2.2,50,6.4,Average
Snehal,18.0,Female,Urban,Yes,63.0,98.0,2.6,45,5.9,Poor
Pooja,16.0,Female,Urban,No,62.0,83.0,2.2,56,6.8,Average
Amol,20.0,Male,Urban,No,75.0,95.0,1.5,88,4.8,Poor
Rohit,17.0,Male,Rural,Yes,79.0,100.0,0.5,81,8.2,Poor
Priya,19.0,Female,Rural,No,64.0,99.0,4.7,74,6.8,Average
Omkar,16.0,Male,Rural,No,86.0,77.0,4.1,49,7.5,Average
Sagar,17.0,Male,Urban,No,85.0,86.0,1.2,75,4.0,Poor
Tanvi,20.0,Female,Rural,No,87.0,62.0,4.0,88,4.3,Poor
Bhushan,17.0,Male,Rural,No,61.0,65.0,2.8,67,10.0,Average
Prachi,20.0,Female,Urban,Yes,99.0,78.0,0.5,59,8.0,Poor
Nikita,16.0,Female,Rural,Yes,74.0,100.0,2.6,49,6.3,Average
Siddhi,17.0,Female,Rural,No,74.0,89.0,1.9,88,4.3,Poor
Chaitanya,19.0,Male,Urban,Yes,76.0,87.0,3.9,49,4.0,Poor
Tanvi,19.0,Female,Urban,Yes,66.0,63.0,3.3,47,7.1,Average
Rohit,16.0,Male,Rural,No,83.0,97.0,2.1,87,6.9,Average
Prathamesh,19.0,Male,Rural,No,71.0,99.0,4.1,41,5.8,Poor
Tanvi,17.0,Female,Urban,No,80.0,90.0,4.5,48,4.0,Poor
Shubham,19.0,Male,Urban,Yes,89.0,63.0,4.9,42,6.2,Average
Siddhi,19.0,Female,Urban,Yes,90.0,88.0,3.4,55,7.3,Average
Nikita,18.0,Female,Urban,No,74.0,65.0,2.0,100,7.0,Average
Chaitanya,16.0,Male,Rural,Yes,86.0,89.0,3.2,47,8.8,Average
Sagar,16.0,Male,Urban,Yes,95.0,93.0,3.5,68,9.0,Average
Vaibhav,19.0,Male,Urban,No,61.0,68.0,3.0,65,7.3,Average
Tanvi,20.0,Female,Urban,Yes,61.0,98.0,3.1,83,6.1,Average
Neha,18.0,Female,Urban,No,64.0,63.0,3.0,89,5.5,Poor
Omkar,19.0,Male,Rural,No,96.0,91.0,4.0,70,9.7,Good
Tejas,17.0,Male,Urban,No,97.0,97.0,1.7,72,5.1,Poor
Prathamesh,20.0,Male,Urban,Yes,80.0,73.0,1.1,65,6.5,Poor
Prachi,17.0,Female,Urban,Yes,89.0,97.0,5.1,100,6.2,Average
Komal,18.0,Female,Urban,No,85.0,96.0,6.0,41,6.1,Average
Yash,17.0,Male,Urban,Yes,98.0,70.0,3.7,94,5.8,Poor
Rutu,17.0,Female,Urban,No,67.0,100.0,2.9,52,5.9,Poor
Mayuri,16.0,Female,Urban,No,92.0,76.0,3.4,98,6.4,Average
Priya,20.0,Female,Rural,Yes,94.0,73.0,3.6,90,8.8,Average
Sanjana,20.0,Female,Urban,Yes,61.0,86.0,1.7,93,6.1,Poor
Neha,19.0,Female,Rural,No,78.0,93.0,5.4,74,7.4,Average
Amit,19.0,Male,Urban,Yes,86.0,63.0,1.1,40,6.0,Poor
Sahil,20.0,Male,Urban,No,89.0,71.0,4.9,90,5.7,Poor
Omkar,18.0,Male,Urban,Yes,96.0,87.0,1.4,53,5.5,Poor
Pooja,19.0,Female,Rural,Yes,99.0,92.0,1.5,44,9.9,Poor
Rutuja,20.0,Female,Urban,Yes,75.0,70.0,1.6,72,6.6,Poor
Chaitanya,19.0,Male,Urban,No,92.0,83.0,3.7,56,8.6,Average
Sahil,18.0,Male,Urban,Yes,65.0,70.0,2.7,61,8.8,Average
Sanjana,18.0,Female,Urban,Yes,75.0,95.0,2.9,51,4.3,Poor
Anjali,18.0,Female,Rural,No,89.0,78.0,2.9,47,8.2,Average
Sayali,19.0,Female,Rural,Yes,74.0,67.0,4.5,62,9.9,Good
Aishwarya,20.0,Female,Rural,No,92.0,60.0,2.2,64,8.0,Average
Sanket,19.0,Male,Rural,Yes,94.0,63.0,1.3,47,7.3,Poor
Manasi,19.0,Female,Urban,No,73.0,71.0,3.0,91,6.7,Average
Neha,18.0,Female,Urban,Yes,86.0,92.0,3.3,54,7.8,Average
Anjali,19.0,Female,Urban,No,89.0,95.0,1.9,81,4.4,Poor
Pooja,19.0,Female,Rural,Yes,87.0,63.0,2.3,40,7.0,Average
Snehal,19.0,Female,Rural,No,86.0,83.0,2.1,68,7.8,Average
Anjali,18.0,Female,Rural,Yes,87.0,67.0,2.9,88,8.1,Average
Sayali,20.0,Female,Urban,Yes,78.0,85.0,3.9,97,7.1,Average
Siddhi,17.0,Female,Rural,Yes,62.0,61.0,0.5,68,6.7,Poor
Mrunal,19.0,Female,Urban,Yes,98.0,62.0,3.5,58,6.0,Average
Vaibhav,16.0,Male,Rural,No,87.0,96.0,2.5,61,7.3,Average
Amol,16.0,Male,Urban,No,60.0,63.0,4.9,95,9.3,Good
Neha,17.0,Female,Rural,Yes,73.0,60.0,1.6,93,7.3,Poor
Swanand,18.0,Male,Urban,No,82.0,75.0,1.8,50,8.6,Poor
Gaurav,17.0,Male,Rural,Yes,74.0,66.0,3.2,44,6.4,Average
Sanjana,19.0,Female,Rural,Yes,63.0,90.0,2.6,45,6.9,Average
Tanvi,18.0,Female,Urban,No,69.0,62.0,1.7,43,8.6,Poor
Manasi,17.0,Female,Rural,No,96.0,97.0,2.7,55,7.5,Average
Omkar,19.0,Male,Rural,No,98.0,64.0,3.5,86,7.3,Average
Priya,20.0,Female,Urban,Yes,100.0,95.0,6.4,41,8.5,Good
Triveni,16.0,Female,Urban,Yes,85.0,96.0,4.0,98,5.5,Poor
Anjali,18.0,Female,Urban,Yes,67.0,82.0,2.5,46,6.6,Average
Mrunal,17.0,Female,Urban,No,64.0,97.0,2.5,61,7.7,Average
Snehal,18.0,Female,Urban,No,73.0,93.0,3.5,59,4.3,Poor
Amit,17.0,Male,Rural,No,100.0,65.0,5.3,64,5.8,Poor
Amit,18.0,Male,Rural,Yes,97.0,62.0,2.2,51,8.0,Average
Sagar,20.0,Male,Urban,Yes,83.0,98.0,2.9,68,7.6,Average
Komal,17.0,Female,Urban,No,69.0,96.0,2.9,48,6.6,Average
Sahil,18.0,Male,Urban,Yes,67.0,67.0,2.1,61,4.6,Poor
Akash,17.0,Male,Rural,Yes,88.0,63.0,4.5,47,5.9,Poor
Anjali,19.0,Female,Urban,Yes,70.0,89.0,1.1,90,5.1,Poor
Pooja,16.0,Female,Rural,Yes,99.0,63.0,2.1,98,5.0,Poor
Yash,20.0,Male,Urban,Yes,75.0,97.0,0.5,59,7.4,Poor
Neha,18.0,Female,Rural,Yes,61.0,70.0,2.3,92,7.9,Average
Swanand,16.0,Male,Rural,No,85.0,66.0,2.3,45,9.9,Average
Omkar,16.0,Male,Rural,Yes,99.0,64.0,3.6,68,4.2,Poor
Rutuja,18.0,Female,Urban,Yes,64.0,81.0,3.8,94,7.7,Average
Shubham,16.0,Male,Rural,Yes,83.0,61.0,0.5,45,7.1,Poor
Snehal,16.0,Female,Urban,No,100.0,84.0,2.7,77,5.9,Poor
Anjali,18.0,Female,Rural,Yes,64.0,71.0,3.2,74,10.0,Average
Gaurav,20.0,Male,Urban,No,94.0,73.0,2.4,91,5.5,Poor
Bhushan,19.0,Male,Rural,No,65.0,80.0,5.4,40,8.5,Good
Priya,17.0,Female,Urban,No,62.0,98.0,1.7,78,8.2,Poor
Prachi,20.0,Female,Urban,Yes,73.0,68.0,3.4,44,7.3,Average
Vaibhav,17.0,Male,Rural,No,65.0,63.0,3.2,52,7.3,Average
Omkar,17.0,Male,Urban,No,64.0,86.0,0.5,94,8.4,Poor
Rohit,17.0,Male,Rural,No,100.0,84.0,1.2,83,8.1,Poor
Komal,20.0,Female,Urban,No,63.0,62.0,1.8,82,5.9,Poor
Yash,16.0,Male,Urban,Yes,88.0,98.0,3.0,57,10.0,Average
Shubham,19.0,Male,Urban,Yes,92.0,77.0,2.8,95,7.0,Average
Saurabh,20.0,Male,Rural,No,62.0,93.0,4.8,69,8.5,Good
Komal,19.0,Female,Urban,No,77.0,93.0,2.4,85,7.0,Average
Sanjana,16.0,Female,Urban,Yes,79.0,92.0,3.9,56,6.9,Average
Sanket,17.0,Male,Rural,No,62.0,63.0,1.4,67,6.7,Poor
Rutu,20.0,Female,Urban,Yes,76.0,74.0,0.9,58,5.5,Poor
Triveni,17.0,Female,Rural,Yes,95.0,82.0,3.4,93,4.8,Poor
Rutuja,20.0,Female,Rural,No,89.0,67.0,3.7,41,6.1,Average
Swanand,19.0,Male,Rural,Yes,80.0,72.0,3.4,80,7.6,Average
Anjali,19.0,Female,Urban,No,65.0,61.0,3.5,71,7.5,Average
Sagar,18.0,Male,Rural,Yes,92.0,95.0,3.1,49,7.6,Average
Prathamesh,19.0,Male,Rural,Yes,92.0,64.0,2.7,51,9.2,Average
Kiran,17.0,Male,Rural,No,63.0,68.0,0.8,49,6.0,Poor
Snehal,16.0,Female,Rural,No,70.0,91.0,3.4,56,5.9,Poor
Yash,20.0,Male,Urban,Yes,79.0,63.0,1.2,56,5.9,Poor
Kiran,16.0,Male,Urban,Yes,76.0,63.0,3.0,44,5.8,Poor
Komal,19.0,Female,Rural,No,82.0,81.0,1.5,60,6.4,Poor
Omkar,16.0,Male,Urban,No,60.0,65.0,3.7,69,5.9,Poor
Swanand,20.0,Male,Urban,No,74.0,87.0,1.5,93,5.4,Poor
Snehal,17.0,Female,Rural,Yes,81.0,77.0,1.3,80,5.9,Poor
Gaurav,17.0,Male,Rural,Yes,82.0,85.0,2.8,57,9.5,Average
Manasi,16.0,Female,Urban,Yes,95.0,99.0,3.4,48,6.7,Average
Shruti,18.0,Female,Urban,Yes,91.0,90.0,4.0,82,6.1,Average
Sanjana,20.0,Female,Urban,No,85.0,95.0,2.4,64,9.2,Average
Yash,18.0,Male,Rural,Yes,63.0,94.0,3.0,63,6.1,Average
Siddhi,17.0,Female,Rural,No,100.0,71.0,3.1,71,6.3,Average
Chaitanya,20.0,Male,Rural,Yes,72.0,85.0,4.3,83,5.3,Poor
Pooja,20.0,Female,Urban,No,72.0,83.0,2.2,58,7.3,Average
Akash,16.0,Male,Rural,No,99.0,66.0,4.1,76,6.5,Average
Shubham,18.0,Male,Urban,Yes,70.0,60.0,0.6,73,6.4,Poor
Shubham,17.0,Male,Rural,No,63.0,97.0,2.6,81,6.9,Average
Manasi,19.0,Female,Urban,Yes,75.0,91.0,2.3,83,7.8,Average
Akash,19.0,Male,Rural,No,63.0,85.0,2.1,57,6.7,Average
Vaibhav,17.0,Male,Urban,No,71.0,77.0,2.2,45,8.5,Average
Aishwarya,20.0,Female,Rural,No,60.0,99.0,4.2,47,9.4,Good
Chaitanya,20.0,Male,Urban,Yes,99.0,82.0,1.6,98,6.6,Poor
Triveni,20.0,Female,Rural,No,82.0,71.0,1.9,47,9.0,Poor
Swanand,18.0,Male,Urban,No,64.0,91.0,3.8,83,4.9,Poor
Rutuja,20.0,Female,Rural,Yes,100.0,68.0,3.2,96,4.0,Poor
Manasi,17.0,Female,Rural,No,93.0,82.0,5.2,82,7.8,Average
Prachi,17.0,Female,Urban,Yes,98.0,77.0,1.8,76,7.2,Poor
Prathamesh,19.0,Male,Urban,Yes,74.0,74.0,2.5,81,7.1,Average
Tejas,16.0,Male,Rural,No,86.0,70.0,2.9,59,10.0,Average
Nikita,18.0,Female,Rural,No,79.0,91.0,4.4,72,7.2,Average
Kiran,20.0,Male,Rural,Yes,89.0,72.0,4.3,100,6.9,Average
Manasi,19.0,Female,Urban,No,68.0,69.0,2.5,75,7.7,Average
Gaurav,17.0,Male,Rural,Yes,92.0,84.0,2.7,93,4.9,Poor
Sahil,19.0,Male,Rural,No,88.0,97.0,2.3,48,4.7,Poor
Sayali,17.0,Female,Rural,Yes,97.0,89.0,3.2,68,4.5,Poor
Prathamesh,16.0,Male,Rural,Yes,90.0,72.0,1.5,96,6.5,Poor
Mrunal,16.0,Female,Urban,Yes,87.0,80.0,2.1,48,8.4,Average
Saurabh,19.0,Male,Urban,Yes,61.0,94.0,3.7,96,4.5,Poor
Shubham,18.0,Male,Rural,No,97.0,65.0,1.2,99,6.1,Poor
Rutuja,19.0,Female,Urban,Yes,86.0,66.0,1.7,66,5.7,Poor
Prachi,16.0,Female,Rural,No,87.0,70.0,4.2,66,4.0,Poor
Mrunal,16.0,Female,Urban,No,66.0,83.0,3.2,45,6.7,Average
Sahil,16.0,Male,Urban,Yes,80.0,91.0,4.6,62,7.2,Average
Swapnil,17.0,Male,Urban,Yes,76.0,61.0,2.3,68,6.2,Average
Prachi,20.0,Female,Urban,No,61.0,97.0,2.3,88,5.7,Poor
Tejas,19.0,Male,Urban,Yes,89.0,60.0,2.4,70,6.7,Average
Swapnil,19.0,Male,Rural,No,60.0,72.0,3.8,92,6.1,Average
Swanand,16.0,Male,Rural,No,77.0,93.0,2.4,70,7.1,Average
Sanket,16.0,Male,Urban,Yes,63.0,96.0,4.0,85,8.4,Good
Swanand,20.0,Male,Rural,No,81.0,76.0,2.8,76,7.3,Average
Sanjana,16.0,Female,Urban,Yes,60.0,88.0,1.5,78,4.0,Poor
Nikita,16.0,Female,Rural,No,88.0,67.0,4.8,90,4.7,Poor
Snehal,16.0,Female,Rural,Yes,63.0,71.0,1.9,95,6.2,Poor
Swanand,17.0,Male,Rural,Yes,86.0,63.0,2.0,49,5.0,Poor
Priya,18.0,Female,Rural,No,92.0,92.0,4.2,90,7.5,Average
Sahil,20.0,Male,Urban,Yes,93.0,75.0,2.9,81,7.4,Average
Mrunal,17.0,Female,Urban,No,60.0,66.0,3.1,84,7.4,Average
Saurabh,17.0,Male,Rural,Yes,84.0,64.0,2.7,72,7.6,Average
Rohit,17.0,Male,Urban,No,78.0,63.0,4.0,50,5.9,Poor
Sahil,19.0,Male,Rural,Yes,89.0,79.0,4.5,87,5.7,Poor
Omkar,16.0,Male,Urban,Yes,100.0,97.0,4.0,98,8.5,Good
Rohit,17.0,Male,Urban,Yes,79.0,96.0,1.8,43,8.6,Poor
Nikita,16.0,Female,Urban,Yes,84.0,65.0,4.5,100,8.3,Good
Manasi,16.0,Female,Urban,Yes,68.0,96.0,3.0,64,6.6,Average
Chaitanya,20.0,Male,Rural,No,90.0,60.0,2.2,65,7.5,Average
Nikita,18.0,Female,Urban,No,91.0,77.0,2.9,43,6.2,Average
Triveni,20.0,Female,Rural,Yes,79.0,76.0,4.4,99,7.3,Average
Snehal,19.0,Female,Urban,No,99.0,93.0,0.5,77,7.8,Poor
Sayali,19.0,Female,Rural,Yes,91.0,67.0,4.2,56,7.1,Average
Snehal,17.0,Female,Urban,No,64.0,80.0,2.5,41,6.2,Average
Amit,18.0,Male,Rural,No,73.0,92.0,2.5,75,7.5,Average
Rutu,16.0,Female,Rural,Yes,87.0,90.0,2.5,52,8.5,Average
Tanvi,19.0,Female,Rural,Yes,94.0,79.0,4.7,69,6.2,Average
Gaurav,18.0,Male,Urban,Yes,86.0,68.0,3.5,86,6.8,Average
Rutuja,19.0,Female,Rural,Yes,79.0,94.0,2.7,48,5.2,Poor
Aishwarya,19.0,Female,Urban,No,73.0,100.0,3.9,45,8.7,Average
Amol,18.0,Male,Rural,No,95.0,69.0,2.9,49,7.1,Average
Snehal,16.0,Female,Urban,No,61.0,74.0,3.4,59,6.8,Average
Priya,17.0,Female,Rural,No,81.0,77.0,3.6,42,8.2,Average
Nikita,18.0,Female,Rural,Yes,99.0,80.0,1.8,89,7.9,Poor
Gaurav,20.0,Male,Rural,No,81.0,86.0,1.1,58,5.5,Poor
Sayali,16.0,Female,Rural,Yes,80.0,83.0,2.2,96,7.8,Average
Anjali,16.0,Female,Urban,No,81.0,89.0,2.9,79,4.9,Poor
Komal,16.0,Female,Rural,No,70.0,73.0,2.9,69,8.5,Average
Anjali,19.0,Female,Urban,Yes,65.0,86.0,1.1,42,8.2,Poor
Mrunal,19.0,Female,Urban,Yes,64.0,82.0,2.1,64,6.2,Average
Tejas,17.0,Male,Rural,Yes,98.0,89.0,2.0,55,9.4,Average
