Name,Age,Gender,AreaOfLiving,ExtraCurricular,TenthMarks,TwelfthMarks,StudyHours,Attendance,PreviousCGPA,Performance
Amit,19,Male,Rural,Yes,93,76,3.5,46,5.8,Poor
Aishwarya,18,Female,Rural,Yes,70,85,4.3,73,5.2,Poor
Sayali,17,Female,Urban,Yes,100,82,3.8,61,8.6,Average
Sagar,20,Male,Urban,No,75,73,4.1,90,8.5,Good
Prathamesh,17,Male,Rural,Yes,85,61,2.6,62,6.1,Average
Vaibhav,16,Male,Rural,Yes,70,73,3.3,79,8.5,Average
Amol,18,Male,Urban,No,86,85,2.8,86,7.6,Average
Tejas,20,Male,Urban,Yes,96,67,3.6,44,5.4,Poor
Rohit,20,Male,Urban,No,77,80,3.6,78,6.5,Average
Saurabh,17,Male,Urban,Yes,85,99,3.6,87,8.4,Average
Gaurav,19,Male,Urban,Yes,77,81,4.4,64,8.2,Good
Sanjana,19,Female,Rural,No,99,74,3.3,75,8.9,Average
Shubham,19,Male,Urban,No,85,95,2.1,65,9.8,Average
Neha,18,Female,Rural,No,77,94,4.3,77,6.2,Average
Kiran,16,Male,Urban,Yes,63,89,3.2,48,8.1,Average
Swapnil,19,Male,Rural,No,66,98,3.6,50,7.9,Average
Chaitanya,20,Male,Rural,No,68,88,2.5,79,7.5,Average
Mrunal,17,Female,Urban,No,96,71,4.4,61,7.0,Average
Rutu,16,Female,Urban,No,63,70,1.6,95,8.1,Poor
Rutu,19,Female,Rural,Yes,61,91,4.4,72,7.0,Average
Nikita,16,Female,Urban,Yes,73,62,1.6,68,7.6,Poor
Shubham,20,Male,Urban,No,77,71,3.2,98,7.4,Average
Bhushan,17,Male,Urban,Yes,79,80,3.5,96,6.2,Average
Amol,19,Male,Rural,Yes,88,63,3.4,79,5.9,Poor
Manasi,19,Female,Urban,Yes,94,88,3.8,69,6.5,Average
Omkar,16,Male,Urban,Yes,73,91,4.4,94,5.9,Poor
Anjali,17,Female,Urban,Yes,98,65,5.0,71,8.7,Good
Amol,19,Male,Urban,Yes,84,62,3.9,70,7.4,Average
Rutu,18,Female,Urban,No,90,100,4.6,78,7.7,Average
Sahil,19,Male,Rural,Yes,81,94,2.9,44,5.1,Poor
Anjali,16,Female,Urban,No,88,90,2.7,83,7.2,Average
Triveni,18,Female,Rural,Yes,60,60,2.1,97,6.4,Average
Shubham,19,Male,Rural,Yes,94,91,3.1,51,6.0,Average
Priya,19,Female,Rural,Yes,96,75,3.4,85,8.4,Average
Nikita,20,Female,Urban,No,99,66,3.3,94,10.0,Average
Shubham,18,Male,Rural,Yes,63,70,1.8,83,7.7,Poor
Tejas,16,Male,Rural,No,98,62,1.6,41,4.9,Poor
Omkar,17,Male,Rural,Yes,88,60,2.4,45,6.6,Average
Kiran,18,Male,Rural,No,65,73,4.1,59,7.4,Average
Siddhi,18,Female,Rural,Yes,68,87,2.4,42,7.5,Average
Yash,16,Male,Urban,Yes,81,68,2.7,68,6.2,Average
Tejas,17,Male,Rural,No,91,99,4.2,50,8.2,Good
Tanvi,17,Female,Rural,No,98,73,2.3,93,6.0,Average
Anjali,18,Female,Rural,Yes,80,63,1.7,74,6.8,Poor
Mayuri,19,Female,Urban,Yes,81,94,2.4,73,6.4,Average
Bhushan,17,Male,Urban,Yes,78,65,2.8,90,6.8,Average
Omkar,19,Male,Rural,Yes,88,66,5.0,48,7.3,Average
Rohit,17,Male,Rural,Yes,76,97,2.7,44,4.9,Poor
Manasi,18,Female,Urban,Yes,72,71,3.1,40,6.2,Average
Snehal,17,Female,Urban,Yes,73,75,1.9,61,6.3,Poor
Prachi,16,Female,Urban,Yes,73,72,2.0,82,8.5,Average
Aishwarya,19,Female,Urban,No,62,83,3.1,58,10.0,Average
Sanket,16,Male,Rural,Yes,85,86,2.4,79,6.4,Average
Manasi,17,Female,Rural,Yes,84,89,3.4,77,8.3,Average
Rutuja,20,Female,Urban,Yes,100,73,1.7,87,8.8,Poor
Rohit,20,Male,Urban,No,76,66,3.8,50,8.5,Average
Sayali,16,Female,Rural,Yes,92,91,2.3,71,9.3,Average
Yash,17,Male,Urban,No,75,87,4.5,52,5.0,Poor
Rutuja,17,Female,Urban,Yes,75,76,2.4,80,9.7,Average
Neha,19,Female,Urban,No,70,70,4.9,42,8.4,Good
Saurabh,20,Male,Rural,Yes,82,92,1.7,72,6.1,Poor
Triveni,19,Female,Urban,No,68,64,3.4,59,4.0,Poor
Neha,18,Female,Rural,Yes,64,79,3.2,43,7.0,Average
Amit,18,Male,Urban,No,96,76,1.8,79,8.8,Poor
Prathamesh,18,Male,Rural,Yes,67,63,2.0,47,7.8,Average
Mayuri,19,Female,Urban,No,66,99,2.6,74,6.9,Average
Amol,16,Male,Urban,Yes,100,85,1.1,70,7.3,Poor
Sahil,16,Male,Rural,No,93,63,2.0,76,6.3,Average
Tanvi,19,Female,Rural,No,60,95,3.4,80,9.6,Average
Tanvi,17,Female,Rural,No,93,93,3.0,71,6.3,Average
Bhushan,18,Male,Rural,No,64,87,1.9,82,8.0,Poor
Priya,18,Female,Rural,Yes,69,80,4.3,50,4.5,Poor
Rutuja,18,Female,Urban,No,60,67,3.5,68,9.9,Average
Prachi,19,Female,Urban,Yes,74,67,4.3,77,8.2,Good
Shubham,19,Male,Rural,Yes,73,60,3.0,99,4.6,Poor
Sagar,19,Male,Rural,Yes,97,70,4.9,67,9.6,Good
Omkar,18,Male,Rural,No,81,64,4.6,44,6.5,Average
Omkar,17,Male,Rural,No,96,89,2.1,63,5.6,Poor
Anjali,16,Female,Rural,Yes,92,100,3.7,79,4.0,Poor
Swapnil,20,Male,Rural,No,72,72,3.8,50,6.9,Average
Siddhi,17,Female,Urban,Yes,71,73,1.6,56,7.1,Poor
Mayuri,17,Female,Urban,Yes,92,80,3.5,45,5.5,Poor
Rutu,19,Female,Rural,Yes,76,95,2.3,83,7.5,Average
Komal,19,Female,Rural,No,79,86,3.7,98,6.2,Average
Omkar,18,Male,Urban,Yes,71,77,4.2,92,6.1,Average
Rohit,17,Male,Rural,No,76,78,2.5,40,7.5,Average
Swanand,18,Male,Urban,No,62,83,3.0,87,6.7,Average
Siddhi,17,Female,Urban,Yes,94,86,2.8,78,5.2,Poor
Triveni,19,Female,Rural,No,75,96,3.4,86,7.4,Average
Kiran,20,Male,Rural,No,83,63,2.2,50,6.4,Average
Snehal,18,Female,Urban,Yes,63,98,2.6,45,5.9,Poor
Pooja,16,Female,Urban,No,62,83,2.2,56,6.8,Average
Amol,20,Male,Urban,No,75,95,1.5,88,4.8,Poor
Rohit,17,Male,Rural,Yes,79,100,0.5,81,8.2,Poor
Priya,19,Female,Rural,No,64,99,4.7,74,6.8,Average
Omkar,16,Male,Rural,No,86,77,4.1,49,7.5,Average
Sagar,17,Male,Urban,No,85,86,1.2,75,4.0,Poor
Tanvi,20,Female,Rural,No,87,62,4.0,88,4.3,Poor
Bhushan,17,Male,Rural,No,61,65,2.8,67,10.0,Average
Prachi,20,Female,Urban,Yes,99,78,0.5,59,8.0,Poor
Nikita,16,Female,Rural,Yes,74,100,2.6,49,6.3,Average
Siddhi,17,Female,Rural,No,74,89,1.9,88,4.3,Poor
Chaitanya,19,Male,Urban,Yes,76,87,3.9,49,4.0,Poor
Tanvi,19,Female,Urban,Yes,66,63,3.3,47,7.1,Average
Rohit,16,Male,Rural,No,83,97,2.1,87,6.9,Average
Prathamesh,19,Male,Rural,No,71,99,4.1,41,5.8,Poor
Tanvi,17,Female,Urban,No,80,90,4.5,48,4.0,Poor
Shubham,19,Male,Urban,Yes,89,63,4.9,42,6.2,Average
Siddhi,19,Female,Urban,Yes,90,88,3.4,55,7.3,Average
Nikita,18,Female,Urban,No,74,65,2.0,100,7.0,Average
Chaitanya,16,Male,Rural,Yes,86,89,3.2,47,8.8,Average
Sagar,16,Male,Urban,Yes,95,93,3.5,68,9.0,Average
Vaibhav,19,Male,Urban,No,61,68,3.0,65,7.3,Average
Tanvi,20,Female,Urban,Yes,61,98,3.1,83,6.1,Average
Neha,18,Female,Urban,No,64,63,3.0,89,5.5,Poor
Omkar,19,Male,Rural,No,96,91,4.0,70,9.7,Good
Tejas,17,Male,Urban,No,97,97,1.7,72,5.1,Poor
Prathamesh,20,Male,Urban,Yes,80,73,1.1,65,6.5,Poor
Prachi,17,Female,Urban,Yes,89,97,5.1,100,6.2,Average
Komal,18,Female,Urban,No,85,96,6.0,41,6.1,Average
Yash,17,Male,Urban,Yes,98,70,3.7,94,5.8,Poor
Rutu,17,Female,Urban,No,67,100,2.9,52,5.9,Poor
Mayuri,16,Female,Urban,No,92,76,3.4,98,6.4,Average
Priya,20,Female,Rural,Yes,94,73,3.6,90,8.8,Average
Sanjana,20,Female,Urban,Yes,61,86,1.7,93,6.1,Poor
Neha,19,Female,Rural,No,78,93,5.4,74,7.4,Average
Amit,19,Male,Urban,Yes,86,63,1.1,40,6.0,Poor
Sahil,20,Male,Urban,No,89,71,4.9,90,5.7,Poor
Omkar,18,Male,Urban,Yes,96,87,1.4,53,5.5,Poor
Pooja,19,Female,Rural,Yes,99,92,1.5,44,9.9,Poor
Rutuja,20,Female,Urban,Yes,75,70,1.6,72,6.6,Poor
Chaitanya,19,Male,Urban,No,92,83,3.7,56,8.6,Average
Sahil,18,Male,Urban,Yes,65,70,2.7,61,8.8,Average
Sanjana,18,Female,Urban,Yes,75,95,2.9,51,4.3,Poor
Anjali,18,Female,Rural,No,89,78,2.9,47,8.2,Average
Sayali,19,Female,Rural,Yes,74,67,4.5,62,9.9,Good
Aishwarya,20,Female,Rural,No,92,60,2.2,64,8.0,Average
Sanket,19,Male,Rural,Yes,94,63,1.3,47,7.3,Poor
Manasi,19,Female,Urban,No,73,71,3.0,91,6.7,Average
Neha,18,Female,Urban,Yes,86,92,3.3,54,7.8,Average
Anjali,19,Female,Urban,No,89,95,1.9,81,4.4,Poor
Pooja,19,Female,Rural,Yes,87,63,2.3,40,7.0,Average
Snehal,19,Female,Rural,No,86,83,2.1,68,7.8,Average
Anjali,18,Female,Rural,Yes,87,67,2.9,88,8.1,Average
Sayali,20,Female,Urban,Yes,78,85,3.9,97,7.1,Average
Siddhi,17,Female,Rural,Yes,62,61,0.5,68,6.7,Poor
Mrunal,19,Female,Urban,Yes,98,62,3.5,58,6.0,Average
Vaibhav,16,Male,Rural,No,87,96,2.5,61,7.3,Average
Amol,16,Male,Urban,No,60,63,4.9,95,9.3,Good
Neha,17,Female,Rural,Yes,73,60,1.6,93,7.3,Poor
Swanand,18,Male,Urban,No,82,75,1.8,50,8.6,Poor
Gaurav,17,Male,Rural,Yes,74,66,3.2,44,6.4,Average
Sanjana,19,Female,Rural,Yes,63,90,2.6,45,6.9,Average
Tanvi,18,Female,Urban,No,69,62,1.7,43,8.6,Poor
Manasi,17,Female,Rural,No,96,97,2.7,55,7.5,Average
Omkar,19,Male,Rural,No,98,64,3.5,86,7.3,Average
Priya,20,Female,Urban,Yes,100,95,6.4,41,8.5,Good
Triveni,16,Female,Urban,Yes,85,96,4.0,98,5.5,Poor
Anjali,18,Female,Urban,Yes,67,82,2.5,46,6.6,Average
Mrunal,17,Female,Urban,No,64,97,2.5,61,7.7,Average
Snehal,18,Female,Urban,No,73,93,3.5,59,4.3,Poor
Amit,17,Male,Rural,No,100,65,5.3,64,5.8,Poor
Amit,18,Male,Rural,Yes,97,62,2.2,51,8.0,Average
Sagar,20,Male,Urban,Yes,83,98,2.9,68,7.6,Average
Komal,17,Female,Urban,No,69,96,2.9,48,6.6,Average
Sahil,18,Male,Urban,Yes,67,67,2.1,61,4.6,Poor
Akash,17,Male,Rural,Yes,88,63,4.5,47,5.9,Poor
Anjali,19,Female,Urban,Yes,70,89,1.1,90,5.1,Poor
Pooja,16,Female,Rural,Yes,99,63,2.1,98,5.0,Poor
Yash,20,Male,Urban,Yes,75,97,0.5,59,7.4,Poor
Neha,18,Female,Rural,Yes,61,70,2.3,92,7.9,Average
Swanand,16,Male,Rural,No,85,66,2.3,45,9.9,Average
Omkar,16,Male,Rural,Yes,99,64,3.6,68,4.2,Poor
Rutuja,18,Female,Urban,Yes,64,81,3.8,94,7.7,Average
Shubham,16,Male,Rural,Yes,83,61,0.5,45,7.1,Poor
Snehal,16,Female,Urban,No,100,84,2.7,77,5.9,Poor
Anjali,18,Female,Rural,Yes,64,71,3.2,74,10.0,Average
Gaurav,20,Male,Urban,No,94,73,2.4,91,5.5,Poor
Bhushan,19,Male,Rural,No,65,80,5.4,40,8.5,Good
Priya,17,Female,Urban,No,62,98,1.7,78,8.2,Poor
Prachi,20,Female,Urban,Yes,73,68,3.4,44,7.3,Average
Vaibhav,17,Male,Rural,No,65,63,3.2,52,7.3,Average
Omkar,17,Male,Urban,No,64,86,0.5,94,8.4,Poor
Rohit,17,Male,Rural,No,100,84,1.2,83,8.1,Poor
Komal,20,Female,Urban,No,63,62,1.8,82,5.9,Poor
Yash,16,Male,Urban,Yes,88,98,3.0,57,10.0,Average
Shubham,19,Male,Urban,Yes,92,77,2.8,95,7.0,Average
Saurabh,20,Male,Rural,No,62,93,4.8,69,8.5,Good
Komal,19,Female,Urban,No,77,93,2.4,85,7.0,Average
Sanjana,16,Female,Urban,Yes,79,92,3.9,56,6.9,Average
Sanket,17,Male,Rural,No,62,63,1.4,67,6.7,Poor
Rutu,20,Female,Urban,Yes,76,74,0.9,58,5.5,Poor
Triveni,17,Female,Rural,Yes,95,82,3.4,93,4.8,Poor
Rutuja,20,Female,Rural,No,89,67,3.7,41,6.1,Average
Swanand,19,Male,Rural,Yes,80,72,3.4,80,7.6,Average
Anjali,19,Female,Urban,No,65,61,3.5,71,7.5,Average
Sagar,18,Male,Rural,Yes,92,95,3.1,49,7.6,Average
Prathamesh,19,Male,Rural,Yes,92,64,2.7,51,9.2,Average
Kiran,17,Male,Rural,No,63,68,0.8,49,6.0,Poor
Snehal,16,Female,Rural,No,70,91,3.4,56,5.9,Poor
Yash,20,Male,Urban,Yes,79,63,1.2,56,5.9,Poor
Kiran,16,Male,Urban,Yes,76,63,3.0,44,5.8,Poor
Komal,19,Female,Rural,No,82,81,1.5,60,6.4,Poor
Omkar,16,Male,Urban,No,60,65,3.7,69,5.9,Poor
Swanand,20,Male,Urban,No,74,87,1.5,93,5.4,Poor
Snehal,17,Female,Rural,Yes,81,77,1.3,80,5.9,Poor
Gaurav,17,Male,Rural,Yes,82,85,2.8,57,9.5,Average
Manasi,16,Female,Urban,Yes,95,99,3.4,48,6.7,Average
Shruti,18,Female,Urban,Yes,91,90,4.0,82,6.1,Average
Sanjana,20,Female,Urban,No,85,95,2.4,64,9.2,Average
Yash,18,Male,Rural,Yes,63,94,3.0,63,6.1,Average
Siddhi,17,Female,Rural,No,100,71,3.1,71,6.3,Average
Chaitanya,20,Male,Rural,Yes,72,85,4.3,83,5.3,Poor
Pooja,20,Female,Urban,No,72,83,2.2,58,7.3,Average
Akash,16,Male,Rural,No,99,66,4.1,76,6.5,Average
Shubham,18,Male,Urban,Yes,70,60,0.6,73,6.4,Poor
Shubham,17,Male,Rural,No,63,97,2.6,81,6.9,Average
Manasi,19,Female,Urban,Yes,75,91,2.3,83,7.8,Average
Akash,19,Male,Rural,No,63,85,2.1,57,6.7,Average
Vaibhav,17,Male,Urban,No,71,77,2.2,45,8.5,Average
Aishwarya,20,Female,Rural,No,60,99,4.2,47,9.4,Good
Chaitanya,20,Male,Urban,Yes,99,82,1.6,98,6.6,Poor
Triveni,20,Female,Rural,No,82,71,1.9,47,9.0,Poor
Swanand,18,Male,Urban,No,64,91,3.8,83,4.9,Poor
Rutuja,20,Female,Rural,Yes,100,68,3.2,96,4.0,Poor
Manasi,17,Female,Rural,No,93,82,5.2,82,7.8,Average
Prachi,17,Female,Urban,Yes,98,77,1.8,76,7.2,Poor
Prathamesh,19,Male,Urban,Yes,74,74,2.5,81,7.1,Average
Tejas,16,Male,Rural,No,86,70,2.9,59,10.0,Average
Nikita,18,Female,Rural,No,79,91,4.4,72,7.2,Average
Kiran,20,Male,Rural,Yes,89,72,4.3,100,6.9,Average
Manasi,19,Female,Urban,No,68,69,2.5,75,7.7,Average
Gaurav,17,Male,Rural,Yes,92,84,2.7,93,4.9,Poor
Sahil,19,Male,Rural,No,88,97,2.3,48,4.7,Poor
Sayali,17,Female,Rural,Yes,97,89,3.2,68,4.5,Poor
Prathamesh,16,Male,Rural,Yes,90,72,1.5,96,6.5,Poor
Mrunal,16,Female,Urban,Yes,87,80,2.1,48,8.4,Average
Saurabh,19,Male,Urban,Yes,61,94,3.7,96,4.5,Poor
Shubham,18,Male,Rural,No,97,65,1.2,99,6.1,Poor
Rutuja,19,Female,Urban,Yes,86,66,1.7,66,5.7,Poor
Prachi,16,Female,Rural,No,87,70,4.2,66,4.0,Poor
Mrunal,16,Female,Urban,No,66,83,3.2,45,6.7,Average
Sahil,16,Male,Urban,Yes,80,91,4.6,62,7.2,Average
Swapnil,17,Male,Urban,Yes,76,61,2.3,68,6.2,Average
Prachi,20,Female,Urban,No,61,97,2.3,88,5.7,Poor
Tejas,19,Male,Urban,Yes,89,60,2.4,70,6.7,Average
Swapnil,19,Male,Rural,No,60,72,3.8,92,6.1,Average
Swanand,16,Male,Rural,No,77,93,2.4,70,7.1,Average
Sanket,16,Male,Urban,Yes,63,96,4.0,85,8.4,Good
Swanand,20,Male,Rural,No,81,76,2.8,76,7.3,Average
Sanjana,16,Female,Urban,Yes,60,88,1.5,78,4.0,Poor
Nikita,16,Female,Rural,No,88,67,4.8,90,4.7,Poor
Snehal,16,Female,Rural,Yes,63,71,1.9,95,6.2,Poor
Swanand,17,Male,Rural,Yes,86,63,2.0,49,5.0,Poor
Priya,18,Female,Rural,No,92,92,4.2,90,7.5,Average
Sahil,20,Male,Urban,Yes,93,75,2.9,81,7.4,Average
Mrunal,17,Female,Urban,No,60,66,3.1,84,7.4,Average
Saurabh,17,Male,Rural,Yes,84,64,2.7,72,7.6,Average
Rohit,17,Male,Urban,No,78,63,4.0,50,5.9,Poor
Sahil,19,Male,Rural,Yes,89,79,4.5,87,5.7,Poor
Omkar,16,Male,Urban,Yes,100,97,4.0,98,8.5,Good
Rohit,17,Male,Urban,Yes,79,96,1.8,43,8.6,Poor
Nikita,16,Female,Urban,Yes,84,65,4.5,100,8.3,Good
Manasi,16,Female,Urban,Yes,68,96,3.0,64,6.6,Average
Chaitanya,20,Male,Rural,No,90,60,2.2,65,7.5,Average
Nikita,18,Female,Urban,No,91,77,2.9,43,6.2,Average
Triveni,20,Female,Rural,Yes,79,76,4.4,99,7.3,Average
Snehal,19,Female,Urban,No,99,93,0.5,77,7.8,Poor
Sayali,19,Female,Rural,Yes,91,67,4.2,56,7.1,Average
Snehal,17,Female,Urban,No,64,80,2.5,41,6.2,Average
Amit,18,Male,Rural,No,73,92,2.5,75,7.5,Average
Rutu,16,Female,Rural,Yes,87,90,2.5,52,8.5,Average
Tanvi,19,Female,Rural,Yes,94,79,4.7,69,6.2,Average
Gaurav,18,Male,Urban,Yes,86,68,3.5,86,6.8,Average
Rutuja,19,Female,Rural,Yes,79,94,2.7,48,5.2,Poor
Aishwarya,19,Female,Urban,No,73,100,3.9,45,8.7,Average
Amol,18,Male,Rural,No,95,69,2.9,49,7.1,Average
Snehal,16,Female,Urban,No,61,74,3.4,59,6.8,Average
Priya,17,Female,Rural,No,81,77,3.6,42,8.2,Average
Nikita,18,Female,Rural,Yes,99,80,1.8,89,7.9,Poor
Gaurav,20,Male,Rural,No,81,86,1.1,58,5.5,Poor
Sayali,16,Female,Rural,Yes,80,83,2.2,96,7.8,Average
Anjali,16,Female,Urban,No,81,89,2.9,79,4.9,Poor
Komal,16,Female,Rural,No,70,73,2.9,69,8.5,Average
Anjali,19,Female,Urban,Yes,65,86,1.1,42,8.2,Poor
Mrunal,19,Female,Urban,Yes,64,82,2.1,64,6.2,Average
Tejas,17,Male,Rural,Yes,98,89,2.0,55,9.4,Average
Aishwarya,17,Female,Urban,No,70,63,2.8,90,8.8,Average
Prathamesh,17,Male,Rural,No,67,100,3.0,68,8.6,Average
Komal,17,Female,Urban,No,72,82,3.8,90,8.3,Average
Vaibhav,19,Male,Rural,No,73,76,2.2,50,10.0,Average
Amit,18,Male,Urban,No,76,86,2.0,63,6.3,Average
Pooja,16,Female,Urban,Yes,61,91,3.4,85,7.6,Average
Siddhi,17,Female,Urban,Yes,84,98,2.3,61,7.1,Average
Manasi,18,Female,Rural,Yes,100,96,5.5,59,10.0,Good
Saurabh,20,Male,Urban,Yes,90,83,3.0,75,9.2,Average
Swapnil,17,Male,Urban,Yes,86,77,3.7,79,10.0,Average
Manasi,20,Female,Rural,No,82,74,3.9,51,8.6,Average
Sayali,16,Female,Rural,No,92,96,2.6,67,8.5,Average
Saurabh,16,Male,Urban,Yes,60,80,2.2,77,6.8,Average
Swapnil,18,Male,Rural,Yes,75,87,4.5,84,7.4,Average
Anjali,17,Female,Urban,Yes,99,85,3.3,46,6.5,Average
Prathamesh,17,Male,Urban,Yes,75,68,3.3,47,7.4,Average
Swanand,18,Male,Urban,Yes,83,95,2.4,54,6.9,Average
Bhushan,19,Male,Rural,No,86,84,0.5,62,5.5,Poor
Amit,20,Male,Urban,Yes,99,82,3.2,73,6.4,Average
Priya,19,Female,Urban,Yes,62,63,4.6,73,8.9,Good
Tejas,16,Male,Rural,Yes,74,98,2.4,93,5.9,Poor
Vaibhav,20,Male,Rural,Yes,76,73,3.1,48,6.3,Average
Kiran,19,Male,Urban,Yes,74,87,2.9,78,7.8,Average
Chaitanya,19,Male,Urban,Yes,83,61,3.0,80,7.7,Average
Shubham,20,Male,Rural,Yes,63,97,3.8,97,5.3,Poor
Mrunal,16,Female,Rural,No,98,87,3.8,44,8.2,Average
Snehal,17,Female,Urban,No,64,72,1.6,90,6.4,Poor
Sagar,18,Male,Rural,No,94,90,0.5,91,7.4,Poor
Tanvi,20,Female,Urban,Yes,94,94,3.0,50,8.0,Average
Snehal,20,Female,Rural,No,69,90,4.2,82,5.1,Poor
Neha,17,Female,Rural,No,71,80,2.3,65,4.5,Poor
Prathamesh,17,Male,Rural,Yes,80,60,5.0,82,9.4,Good
Siddhi,18,Female,Rural,Yes,60,73,3.2,69,7.7,Average
Rohit,19,Male,Urban,No,75,76,2.7,97,7.2,Average
Nikita,19,Female,Rural,Yes,81,72,2.5,72,7.5,Average
Rutu,16,Female,Rural,No,71,84,2.6,96,5.6,Poor
Aishwarya,17,Female,Rural,Yes,72,61,4.5,83,5.4,Poor
Nikita,17,Female,Rural,No,97,86,4.2,73,7.7,Average
Sanket,20,Male,Rural,No,85,89,2.4,56,10.0,Average
Pooja,16,Female,Urban,Yes,68,97,3.1,100,7.3,Average
Neha,20,Female,Urban,No,67,85,3.2,79,7.1,Average
Prachi,17,Female,Rural,No,100,98,3.0,85,5.2,Poor
Sahil,18,Male,Rural,Yes,60,83,2.3,87,8.3,Average
Prachi,20,Female,Rural,Yes,68,68,2.5,96,4.9,Poor
Snehal,19,Female,Rural,Yes,63,100,2.7,45,6.2,Average
Neha,18,Female,Rural,No,81,85,2.8,67,8.0,Average
Triveni,20,Female,Rural,Yes,73,92,3.0,61,5.7,Poor
Akash,20,Male,Rural,No,81,60,2.2,49,4.0,Poor
Chaitanya,16,Male,Urban,Yes,98,72,2.8,40,6.8,Average
Tanvi,20,Female,Rural,No,92,86,3.0,73,4.5,Poor
Manasi,18,Female,Rural,Yes,65,83,3.0,62,4.3,Poor
Sahil,20,Male,Urban,Yes,67,99,4.8,76,7.6,Average
Gaurav,20,Male,Rural,No,66,70,3.0,59,4.0,Poor
Mayuri,17,Female,Urban,Yes,86,87,4.3,53,8.5,Good
Rutu,19,Female,Rural,No,70,80,3.8,99,5.5,Poor
Kiran,17,Male,Rural,No,65,89,3.6,98,8.9,Average
Sanjana,17,Female,Rural,No,61,75,1.8,62,7.6,Poor
Siddhi,17,Female,Urban,Yes,75,65,2.8,81,5.7,Poor
Rutu,19,Female,Rural,Yes,84,95,2.2,90,5.8,Poor
Omkar,19,Male,Urban,Yes,84,97,2.5,81,6.8,Average
Aishwarya,19,Female,Urban,No,65,86,1.4,99,8.0,Poor
Swanand,19,Male,Urban,Yes,100,77,3.7,45,4.0,Poor
Mrunal,16,Female,Urban,No,88,79,3.5,73,8.4,Average
Chaitanya,19,Male,Rural,No,96,91,4.3,50,8.8,Good
Prathamesh,19,Male,Urban,Yes,91,80,4.3,69,5.4,Poor
Amit,19,Male,Urban,Yes,94,95,1.8,72,7.5,Poor
Sayali,16,Female,Urban,Yes,84,99,3.0,83,7.0,Average
Amit,20,Male,Urban,No,60,73,1.6,66,8.5,Poor
Triveni,16,Female,Urban,No,91,90,4.1,85,5.5,Poor
Snehal,19,Female,Rural,No,64,60,0.8,49,4.4,Poor
Omkar,20,Male,Rural,Yes,93,65,3.1,91,4.8,Poor
Tejas,19,Male,Rural,Yes,73,92,4.4,83,4.3,Poor
Vaibhav,16,Male,Urban,No,63,81,3.4,55,7.7,Average
Snehal,16,Female,Rural,Yes,94,100,5.4,55,4.0,Poor
Shruti,17,Female,Urban,No,66,77,2.3,97,6.0,Average
Triveni,16,Female,Urban,No,63,91,2.0,41,7.2,Average
Manasi,16,Female,Urban,Yes,77,94,4.1,62,9.0,Good
Yash,16,Male,Urban,No,72,64,1.5,79,5.8,Poor
Sahil,18,Male,Rural,No,63,86,1.0,47,6.6,Poor
Chaitanya,18,Male,Urban,No,92,68,4.2,71,6.6,Average
Neha,19,Female,Urban,No,93,96,2.8,100,5.8,Poor
Saurabh,17,Male,Rural,Yes,84,80,3.7,62,6.2,Average
Rutu,17,Female,Rural,Yes,74,87,3.2,92,9.7,Average
Manasi,20,Female,Rural,Yes,92,61,1.5,81,5.6,Poor
Manasi,19,Female,Rural,Yes,95,74,3.6,43,7.8,Average
Rutuja,20,Female,Rural,Yes,98,74,2.5,40,7.4,Average
Priya,18,Female,Rural,Yes,87,82,2.7,62,8.0,Average
Akash,17,Male,Urban,Yes,73,60,5.6,58,6.5,Average
Sahil,17,Male,Rural,No,81,98,2.3,71,4.4,Poor
Saurabh,19,Male,Rural,No,89,74,1.3,80,7.4,Poor
Kiran,19,Male,Urban,No,90,67,2.3,71,6.5,Average
Anjali,20,Female,Urban,No,100,84,4.0,87,8.6,Good
Manasi,19,Female,Urban,No,98,77,4.4,71,6.7,Average
Shruti,16,Female,Urban,Yes,75,96,3.8,75,5.6,Poor
Sanket,18,Male,Rural,Yes,82,65,3.2,87,7.0,Average
Prathamesh,20,Male,Urban,No,87,73,1.7,72,5.6,Poor
Mayuri,16,Female,Rural,Yes,69,70,3.4,84,5.8,Poor
Rohit,17,Male,Urban,Yes,97,63,2.0,89,8.6,Average
Sahil,18,Male,Urban,No,65,60,2.4,100,6.7,Average
Sayali,18,Female,Urban,No,92,96,0.5,60,9.1,Poor
Omkar,16,Male,Rural,Yes,82,75,2.3,84,6.1,Average
Mrunal,19,Female,Urban,No,93,92,1.9,45,8.7,Poor
Rutuja,18,Female,Urban,Yes,87,69,3.5,91,7.2,Average
Pooja,19,Female,Urban,No,95,95,6.0,56,7.1,Average
Tejas,16,Male,Urban,Yes,82,83,2.9,90,6.0,Average
Swapnil,16,Male,Rural,Yes,70,87,1.6,55,7.7,Poor
Sayali,19,Female,Rural,Yes,73,80,2.6,65,8.0,Average
Kiran,18,Male,Rural,Yes,86,76,3.7,47,6.3,Average
Sahil,19,Male,Rural,Yes,84,62,1.8,49,8.4,Poor
Bhushan,19,Male,Urban,Yes,79,100,3.6,44,8.0,Average
Siddhi,19,Female,Rural,No,69,62,4.3,93,7.1,Average
Sahil,16,Male,Urban,No,60,84,3.8,85,7.6,Average
Vaibhav,20,Male,Rural,Yes,90,91,4.3,96,7.9,Average
Shruti,19,Female,Urban,Yes,73,73,4.1,98,10.0,Good
